,server,serve,serve_x,serve_y,server_shot_type,server_shot_hand,server_x,server_y,returner_x,returner_y,returner_shot_type,returner_shot_hand,num_strokes,is_game_point,is_break_point,winner
106,1.0,1.0,0.6053639846743295,0.23184152604548786,0.8,0.0,0.43444976076555025,0.8318447797967355,0.6194824961948251,0.0973700688791484,1.0,1.0,0.0,1.0,0.0,1.0
107,0.0,1.0,0.872286079182631,0.2090975788701394,0.6000000000000001,0.0,0.4985645933014354,0.8866646134893749,0.9231354642313547,0.0153412648716343,1.0,1.0,0.05000000000000002,0.0,0.0,1.0
108,0.0,0.0,0.45977011494252873,0.3147468818782099,0.0,0.0,0.5205741626794258,0.5457345241761626,0.8774733637747337,0.041014402003757035,0.8571428571428571,1.0,0.25,0.0,0.0,0.0
109,0.0,0.0,0.4840357598978289,0.181951577402788,0.8,0.0,0.2832535885167464,0.7801047120418849,0.6225266362252665,0.041014402003757035,1.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.4840357598978289,0.33749082905355826,0.2,0.0,0.0,0.966122574684324,0.7465753424657535,0.09830932999373825,0.42857142857142855,1.0,0.25,0.0,0.0,1.0
111,0.0,0.0,0.4559386973180076,0.19735876742479824,0.6000000000000001,0.0,0.586602870813397,0.8389282414536496,0.22374429223744297,0.042892924232936745,0.42857142857142855,0.0,0.1,0.0,0.0,0.0
112,0.0,0.0,0.5057471264367817,0.2956713132795304,0.6000000000000001,1.0,0.8507177033492822,0.8681860178626425,0.6872146118721463,0.1208515967438948,0.42857142857142855,0.0,0.7500000000000001,0.0,0.0,1.0
113,0.0,0.0,0.9246487867177523,0.21276595744680854,0.8,0.0,0.28995215311004785,0.8247613181398215,0.9573820395738206,0.05072010018785221,0.42857142857142855,1.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.6666666666666667,0.26338958180484223,1.0,1.0,0.6660287081339712,0.7126578380043117,0.33181126331811267,0.08296806512210393,0.42857142857142855,0.0,0.25,1.0,0.0,0.0
115,1.0,0.0,0.45338441890166037,0.8921496698459281,0.8,0.0,0.5961722488038277,0.06097936556821682,0.39497716894977175,0.8882279273638072,1.0,1.0,0.0,0.0,0.0,1.0
116,1.0,0.0,0.6424010217113665,0.8921496698459281,0.2,1.0,0.7693779904306219,0.0,0.6149162861491629,0.7961803381340012,0.42857142857142855,0.0,0.20000000000000004,0.0,0.0,0.0
117,1.0,0.0,0.194125159642401,0.9662509170946441,0.2,1.0,0.7665071770334927,0.038805050816137984,0.8158295281582953,0.8882279273638072,0.42857142857142855,1.0,0.35,0.0,0.0,0.0
118,1.0,0.0,0.9489144316730523,0.8525311812179017,0.6000000000000001,0.0,0.41722488038277517,0.06436710809978442,0.4573820395738205,0.9041953663118347,0.42857142857142855,0.0,0.1,0.0,0.0,0.0
119,1.0,0.0,0.3001277139208174,0.8789435069699192,0.6000000000000001,1.0,0.6985645933014353,0.02155836156452111,0.48325722983257235,0.8641202254226675,0.42857142857142855,1.0,0.5000000000000001,0.0,0.0,1.0
120,1.0,1.0,0.719029374201788,0.9082905355832722,0.6000000000000001,1.0,0.7473684210526315,0.012627040344933796,0.3051750380517504,0.867877269881027,0.42857142857142855,0.0,0.15,0.0,1.0,0.0
